Only Date,Gewicht,Mahlzeit,Kalorien,Fett (g),Gesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Transfettsäuren,Cholesterin,Natrium (mg),Kalium,Kohlenhydrate (g),Ballaststoffe,Zucker,Eiweiß (g),Vitamin A,Vitamin C,Kalzium,Eisen,export_headers.note_x,Training,Typ,Kalorien aus Training,Minuten für dieses Training,Serien,Wdh. pro Serie,Kilogramm,Schritte,export_headers.note_y,Weight (kg),BMI,Body Fat (%),Visc Fat,Muscle Mass (kg),Muscle Quality,Bone Mass (kg),BMR (kcal),Metab Age,Body Water (%),Physique Rating,Muscle mass - right arm,Muscle mass - left arm,Muscle mass - right leg,Muscle mass - left leg,Muscle mass - trunk,Muscle quality - right arm,Muscle quality - left arm,Muscle quality - right leg,Muscle quality - left leg,Body fat (%) - right arm,Body fat (%) - left arm,Body fat (%) - right leg,Body fat (%) - left leg,Body fat (%) - trunk,Körperfettanteil kg,Muscle Mass (kg) 7 Tage,Körperfettanteil kg 7 Tage,Body Fat (%) 7 Tage,Weight (kg) 7 Tage,Fett % Soll,Weight (kg) 500kcal,Weight (kg) 300kcal,Kalorien aus Training Summe 30 Tage,Kalorien aus Essen Summe 30 Tage,Kalorien aus Training Summe 60 Tage,Kalorien aus Essen Summe 60 Tage,Kalorien Gewichtsänderung heute vs vor 30 Tage,Grundumsatz pro Tag errechnet 30 Tage,Kalorien Gewichtsänderung heute vs vor 60 Tage,Grundumsatz pro Tag errechnet 60 Tage,Alter,"Grundumsatz Mifflin-St.-Jeor mit Faktor 1,12"
2025-10-08,89.9,0.0,1493.5,21.9,8.5,1.9,3.7,0.0,372.0,1679.0,226.5,159.4,3.9,92.60000000000001,160.1,42.3,106.5,6.1,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,28.4,25.6,12.0,63.6,0.0,3.3,1978.0,55.0,52.8,0.0,3.8,4.1,10.6,10.7,34.4,0.0,0.0,0.0,0.0,20.8,19.1,23.2,21.3,28.7,23.01,63.53,22.88,25.5,89.71,27.67,89.71,93.03,4561.0,47889.0,11419.0,99702.0,14840.0,1939.0,18130.0,1774.0,50,1978.0
2025-10-09,88.8,0.0,1324.7,34.5,9.8,2.2,7.8,0.0,200.0,5.6,405.6,144.9,11.2,69.5,120.6,0.2,15.4,1.9,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.3,28.2,26.8,12.0,62.1,0.0,3.2,1972.0,60.0,51.8,0.0,3.7,4.1,10.4,10.4,33.5,0.0,0.0,0.0,0.0,21.7,19.0,23.5,23.1,30.1,23.93,63.31,23.0,25.67,89.61,27.63,89.64,92.98,4561.0,47836.0,10912.0,98928.0,15120.0,1946.0,17080.0,1752.0,50,1972.0
2025-10-10,89.0,0.0,1651.4,23.9,6.5,1.1,7.0,0.0,0.0,585.6,116.0,185.0,5.9,105.0,169.4,1.4,1.7,1.8,19.0,0.0,0.0,0.0,481.0,70.0,0.0,0.0,0.0,0.0,0.0,88.7,28.0,23.9,11.0,64.2,0.0,3.3,1965.0,49.0,54.2,0.0,4.3,3.4,10.2,10.3,36.0,0.0,0.0,0.0,0.0,15.2,26.4,24.9,22.7,24.6,21.2,63.49,22.7,25.37,89.49,27.6,89.57,92.94,4882.0,47936.0,11393.0,99144.0,15960.0,1967.0,17920.0,1761.0,50,1965.0
2025-10-11,0.0,0.0,1488.3000000000002,53.2,16.7,1.5,8.4,0.0,200.0,0.2,74.0,111.2,5.7,37.2,142.7,294.1,255.0,47.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9,28.4,24.1,11.0,64.9,0.0,3.4,1978.0,50.0,54.1,0.0,3.8,4.2,10.3,10.6,36.0,0.0,0.0,0.0,0.0,20.7,18.5,25.0,22.2,25.2,21.67,63.76,22.47,25.1,89.53,27.57,89.5,92.9,4375.0,47426.0,11283.0,98652.0,15190.0,1941.0,19390.0,1779.0,50,1978.0
2025-10-12,88.9,0.0,1621.8000000000002,42.3,14.0,0.5,3.5,0.0,200.0,32.9,74.0,163.5,0.5,50.400000000000006,137.2,0.0,0.0,0.0,0.0,0.0,300.0,0.0,361.0,70.0,0.0,0.0,0.0,0.0,0.0,88.8,28.0,25.2,12.0,63.1,0.0,3.3,1966.0,54.0,53.1,0.0,3.8,3.8,10.4,10.4,34.7,0.0,0.0,0.0,0.0,19.3,20.8,23.2,22.3,27.6,22.38,63.67,22.41,25.07,89.39,27.53,89.43,92.86,4586.0,47336.0,11644.0,98613.0,15960.0,1957.0,22330.0,1822.0,50,1966.0
2025-10-13,89.3,0.0,1412.2,19.6,7.0,0.0,0.0,0.0,0.0,0.9,0.0,152.3,3.6,99.10000000000001,158.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,15.0,0.0,0.0,0.0,0.0,0.0,89.4,28.2,21.4,10.0,66.8,0.0,3.5,1973.0,41.0,56.3,0.0,4.0,4.2,10.2,10.8,37.6,0.0,0.0,0.0,0.0,17.9,17.7,25.6,19.8,21.4,19.13,63.94,22.1,24.73,89.36,27.5,89.36,92.81,4726.0,47126.0,11403.0,98242.0,15190.0,1920.0,23240.0,1835.0,50,1973.0
2025-10-14,0.0,0.0,1232.5,29.6,7.7,2.9,5.5,0.1,558.0,215.0,295.5,110.80000000000001,1.1,59.800000000000004,133.89999999999998,47.7,106.5,8.9,15.6,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,89.4,28.2,21.4,10.0,66.8,0.0,3.5,1973.0,41.0,56.3,0.0,4.0,4.2,10.2,10.8,37.6,0.0,0.0,0.0,0.0,17.9,17.7,25.6,19.8,21.4,19.13,64.5,21.49,24.06,89.34,27.47,89.29,92.77,4138.0,46791.0,10984.0,97738.0,13510.0,1872.0,23170.0,1832.0,50,1973.0
2025-10-15,87.9,0.0,1395.6999999999998,40.1,11.8,1.0,7.0,0.0,200.0,1.5,74.0,150.70000000000002,4.3,55.400000000000006,139.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.4,27.9,27.4,12.0,61.0,0.0,3.2,1962.0,62.0,51.3,0.0,3.5,4.4,10.5,10.1,32.5,0.0,0.0,0.0,0.0,22.9,15.9,22.0,24.4,31.4,24.22,64.13,21.67,24.31,89.13,27.43,89.21,92.73,4138.0,46921.0,10528.0,97182.0,13720.0,1883.0,24850.0,1858.0,50,1962.0
2025-10-16,88.6,0.0,1930.3,40.2,22.2,0.0,0.0,0.0,400.0,0.3,148.0,203.7,9.1,112.2,195.79999999999998,0.0,0.0,0.0,36.0,0.0,0.0,0.0,507.0,87.0,0.0,0.0,0.0,0.0,0.0,88.5,27.9,27.7,12.0,60.8,0.0,3.2,1963.0,63.0,51.0,0.0,3.6,3.8,10.2,10.4,32.8,0.0,0.0,0.0,0.0,22.0,20.9,24.4,22.3,31.5,24.51,63.94,21.75,24.44,89.01,27.4,89.14,92.68,4645.0,47580.0,10520.0,97453.0,13300.0,1874.0,27020.0,1899.0,50,1963.0
2025-10-17,87.8,0.0,1661.8,40.0,16.3,2.0,14.0,0.0,400.0,1.0,152.3,179.10000000000002,11.6,52.9,144.6,0.4,156.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.9,27.7,26.3,12.0,61.6,0.0,3.2,1956.0,58.0,52.1,0.0,3.6,4.2,10.0,10.3,33.5,0.0,0.0,0.0,0.0,21.2,16.7,25.6,22.3,29.2,23.12,63.57,22.02,24.79,88.9,27.37,89.07,92.64,4164.0,46995.0,10520.0,97543.0,12810.0,1855.0,27090.0,1902.0,50,1956.0
2025-10-18,88.3,0.0,1954.5,37.3,14.799999999999999,1.0,7.0,0.0,509.5,1384.7,5858.7,173.89999999999998,78.2,19.9,114.99999999999999,155.0,4662.5,1.6,2.7,0.0,0.0,0.0,800.0,80.0,0.0,0.0,0.0,0.0,0.0,88.7,28.0,25.5,12.0,62.8,0.0,3.3,1965.0,55.0,52.8,0.0,3.8,4.1,10.2,10.4,34.3,0.0,0.0,0.0,0.0,19.8,18.5,24.8,22.5,27.9,22.62,63.27,22.16,24.99,88.73,27.33,89.0,92.6,4814.0,47316.0,11320.0,97994.0,14000.0,1883.0,28420.0,1918.0,50,1965.0
2025-10-19,0.0,0.0,2220.7,67.89999999999999,13.600000000000001,3.1,20.9,0.0,0.0,5.3,214.0,237.7,4.8,141.9,155.2,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,63.3,22.12,24.95,88.72,27.3,88.93,92.56,4814.0,47747.0,11099.0,98452.0,13580.0,1884.0,26880.0,1904.0,50,
2025-10-20,0.0,0.0,1942.8,57.1,22.4,0.5,3.1,0.0,257.4,662.7,578.5,237.1,2.0,66.7,116.4,0.0,23.900000000000002,1.4,6.9,0.0,0.0,0.0,800.0,80.0,0.0,0.0,0.0,0.0,0.0,88.9,28.1,25.7,12.0,62.8,0.0,3.3,1967.0,56.0,52.7,0.0,3.6,4.4,10.5,10.5,33.8,0.0,0.0,0.0,0.0,21.7,15.8,22.4,21.8,29.3,22.85,62.63,22.74,25.67,88.63,27.27,88.86,92.51,5614.0,47890.0,11899.0,98959.0,14700.0,1899.0,26390.0,1891.0,50,1967.0
2025-10-21,89.2,0.0,1553.0,37.9,19.0,1.1,2.8,0.0,39.6,33.6,0.0,151.8,0.0,77.3,143.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4,28.2,26.1,12.0,62.7,0.0,3.3,1973.0,57.0,52.3,0.0,3.9,4.5,10.7,10.3,33.3,0.0,0.0,0.0,0.0,19.0,15.4,21.3,23.4,30.3,23.33,61.95,23.44,26.45,88.63,27.23,88.79,92.47,5614.0,47643.0,11749.0,98641.0,14770.0,1893.0,26250.0,1886.0,50,1973.0
2025-10-22,88.7,0.0,1618.0,67.6,20.3,4.1,23.7,0.0,0.0,0.4,0.0,110.2,0.0,31.200000000000003,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8,28.0,26.8,12.0,61.8,0.0,3.2,1966.0,60.0,51.7,0.0,3.7,4.3,10.7,10.4,32.7,0.0,0.0,0.0,0.0,20.4,16.8,20.9,22.4,31.5,23.8,62.08,23.37,26.35,88.7,27.2,88.71,92.43,5107.0,47284.0,11492.0,98278.0,12600.0,1826.0,25620.0,1873.0,50,1966.0
2025-10-23,88.6,0.0,1845.5,32.1,6.300000000000001,0.2,0.0,0.0,0.0,1555.2,769.4,231.10000000000002,7.2,165.0,155.7,0.0,50.2,3.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3,27.9,27.6,12.0,60.8,0.0,3.2,1961.0,63.0,51.1,0.0,3.8,4.0,10.5,10.3,32.2,0.0,0.0,0.0,0.0,19.8,19.0,22.0,22.7,32.2,24.37,62.08,23.35,26.33,88.67,27.17,88.64,92.38,5107.0,47665.0,11071.0,98285.0,12670.0,1841.0,24850.0,1868.0,50,1961.0
2025-10-24,87.9,0.0,1344.3,34.6,6.1,0.0,0.0,0.0,0.0,0.0,0.0,160.60000000000002,0.6,25.4,85.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,15.0,0.0,0.0,0.0,0.0,0.0,87.9,27.7,26.6,12.0,61.3,0.0,3.2,1956.0,59.0,51.9,0.0,3.5,4.1,10.2,10.5,33.0,0.0,0.0,0.0,0.0,23.6,17.9,24.5,20.6,30.1,23.38,62.03,23.39,26.38,88.67,27.13,88.57,92.34,5267.0,47605.0,11231.0,98119.0,12530.0,1829.0,25060.0,1866.0,50,1956.0
2025-10-25,88.5,0.0,1974.8000000000002,72.8,20.1,0.6,3.5,0.0,365.0,179.0,1377.0,141.4,5.2,66.9,175.7,0.0,15.3,1.2,1.3,0.0,200.0,0.0,588.0,70.0,0.0,0.0,0.0,0.0,0.0,88.5,27.9,26.6,12.0,61.8,0.0,3.2,1963.0,59.0,51.9,0.0,3.4,4.2,10.2,10.5,33.5,0.0,0.0,0.0,0.0,25.2,17.3,25.0,21.3,29.7,23.54,61.87,23.54,26.57,88.63,27.1,88.5,92.3,5855.0,48228.0,11819.0,98587.0,11970.0,1811.0,23730.0,1842.0,50,1963.0
2025-10-26,88.5,0.0,1496.7,38.1,6.4,0.1,0.0,0.0,0.0,2.0,214.0,153.0,5.1,35.0,126.0,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.6,27.9,25.5,12.0,62.7,0.0,3.3,1964.0,55.0,52.8,0.0,3.7,4.1,10.3,10.6,34.0,0.0,0.0,0.0,0.0,20.5,18.1,23.7,20.6,28.7,22.59,61.99,23.41,26.41,88.63,27.07,88.43,92.26,5605.0,48203.0,11276.0,97776.0,11830.0,1814.0,23730.0,1837.0,50,1964.0
2025-10-27,88.3,0.0,1614.4,23.700000000000003,4.9,0.0,0.0,0.0,0.0,1.0,0.0,185.6,4.2,101.4,164.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.3,27.9,25.7,12.0,62.4,0.0,3.3,1961.0,56.0,52.7,0.0,3.8,3.9,10.3,10.4,34.0,0.0,0.0,0.0,0.0,19.2,19.5,23.6,21.5,28.7,22.69,61.93,23.39,26.41,88.54,27.03,88.36,92.21,5495.0,48450.0,11276.0,97400.0,12670.0,1854.0,24360.0,1841.0,50,1961.0
2025-10-28,88.3,0.0,1880.9,47.900000000000006,20.7,1.0,7.0,0.0,400.0,5.9,148.0,161.60000000000002,3.2,34.8,196.3,0.0,0.0,0.0,0.0,0.0,200.0,0.0,260.0,40.0,0.0,0.0,0.0,0.0,0.0,88.4,27.9,26.2,12.0,61.9,0.0,3.2,1962.0,58.0,52.2,0.0,3.6,4.6,10.2,10.5,33.0,0.0,0.0,0.0,0.0,21.3,14.3,24.3,20.7,30.2,23.16,61.81,23.36,26.43,88.4,27.0,88.29,92.17,5205.0,48274.0,11536.0,97670.0,13370.0,1881.0,25760.0,1865.0,50,1962.0
2025-10-29,88.3,0.0,1344.1,24.8,9.1,0.5,3.5,0.0,200.0,1.1,127.5,92.9,1.2,36.0,179.1,0.0,3.8,2.9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5,27.9,25.7,12.0,62.5,0.0,3.3,1963.0,56.0,52.6,0.0,3.6,4.0,10.3,10.4,34.2,0.0,0.0,0.0,0.0,22.0,19.5,24.2,22.1,28.2,22.74,61.91,23.21,26.27,88.36,26.97,88.21,92.13,5205.0,48525.0,11386.0,97183.0,14350.0,1922.0,26180.0,1866.0,50,1963.0
2025-10-30,88.0,0.0,1487.7,32.3,12.4,3.0,5.5,0.1,758.0,218.3,540.7,141.8,8.5,47.7,155.6,47.7,118.8,10.5,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,27.8,26.1,12.0,61.8,0.0,3.2,1957.0,58.0,52.3,0.0,3.7,3.9,10.1,10.5,33.6,0.0,0.0,0.0,0.0,19.8,20.0,25.2,20.4,29.3,22.97,62.06,23.01,26.06,88.31,26.93,88.14,92.08,4754.0,48349.0,10879.0,96811.0,14350.0,1932.0,27160.0,1885.0,50,1957.0
2025-10-31,87.8,0.0,1537.2,30.1,13.2,0.6,3.5,0.0,200.0,390.0,458.7,166.0,23.6,85.0,167.4,0.0,23.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.9,27.7,25.1,11.0,62.6,0.0,3.3,1956.0,54.0,53.2,0.0,3.5,4.2,10.2,10.4,34.3,0.0,0.0,0.0,0.0,23.5,16.5,24.2,21.7,27.3,22.06,62.24,22.82,25.84,88.31,26.9,88.07,92.04,4754.0,48082.0,10879.0,96859.0,14000.0,1911.0,26530.0,1875.0,50,1956.0
2025-11-01,87.6,0.0,1941.4,30.8,4.8,0.7,4.9,0.0,0.0,0.0,0.0,77.7,0.2,8.3,103.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.7,27.7,25.9,12.0,61.7,0.0,3.2,1954.0,57.0,52.4,0.0,3.7,3.9,10.2,10.3,33.6,0.0,0.0,0.0,0.0,20.6,19.2,24.0,22.2,28.8,22.71,62.23,22.7,25.74,88.2,26.87,88.0,92.0,4754.0,48871.0,10348.0,97000.0,14280.0,1947.0,27370.0,1900.0,50,1954.0
2025-11-02,87.8,0.0,2057.0,46.3,17.9,0.7,3.5,0.0,400.0,585.0,917.4,241.0,5.0,113.4,156.8,0.0,47.2,1.2,0.0,0.0,0.0,0.0,507.0,87.0,0.0,0.0,0.0,0.0,0.0,87.7,27.7,25.4,12.0,62.2,0.0,3.3,1954.0,55.0,52.9,0.0,3.6,4.0,10.3,10.3,34.0,0.0,0.0,0.0,0.0,20.9,18.4,23.4,21.8,28.2,22.28,62.16,22.66,25.73,88.07,26.83,87.93,91.96,5261.0,49414.0,10745.0,97190.0,14280.0,1948.0,28280.0,1912.0,50,1954.0
2025-11-03,88.6,0.0,1578.0,34.9,4.5,0.2,0.1,0.0,0.0,587.0,415.0,151.2,6.5,103.10000000000001,161.2,332.0,20.700000000000003,7.2,1.6,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,88.4,27.9,25.5,12.0,62.6,0.0,3.3,1962.0,55.0,52.8,0.0,3.5,4.2,10.3,10.5,34.1,0.0,0.0,0.0,0.0,22.6,17.6,23.5,21.2,28.4,22.54,62.19,22.64,25.7,88.09,26.8,87.86,91.91,4904.0,48875.0,10895.0,97282.0,13300.0,1909.0,27790.0,1903.0,50,1962.0
2025-11-04,0.0,0.0,1535.7,27.2,9.9,0.5,3.5,0.0,200.0,3.7,74.0,179.5,8.4,97.1,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6,27.7,26.5,12.0,61.2,0.0,3.2,1953.0,59.0,51.9,0.0,3.7,4.0,10.4,10.3,32.8,0.0,0.0,0.0,0.0,20.7,19.0,22.3,22.2,30.3,23.21,62.09,22.64,25.74,87.97,26.77,87.79,91.87,4904.0,49042.0,10895.0,97490.0,13790.0,1931.0,27580.0,1903.0,50,1953.0
2025-11-05,87.6,0.0,1460.5,17.1,9.8,0.0,0.0,0.0,200.0,585.6,74.0,165.7,0.6,97.30000000000001,154.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.6,27.7,24.7,11.0,62.7,0.0,3.3,1953.0,52.0,53.5,0.0,3.6,3.9,10.1,10.4,34.7,0.0,0.0,0.0,0.0,21.1,19.5,24.3,21.3,26.6,21.64,62.11,22.49,25.6,87.84,26.73,87.71,91.83,4904.0,49178.0,10176.0,96949.0,13790.0,1935.0,27510.0,1905.0,50,1953.0
2025-11-06,87.5,0.0,1546.0,35.1,18.2,2.9,5.5,0.1,558.0,215.0,295.5,141.4,1.1,126.99999999999999,160.0,47.7,106.5,8.9,15.6,0.0,0.0,0.0,180.0,15.0,0.0,0.0,0.0,0.0,0.0,87.4,27.6,25.3,11.0,62.0,0.0,3.2,1950.0,55.0,52.9,0.0,3.7,3.8,10.1,10.2,34.2,0.0,0.0,0.0,0.0,20.4,20.5,24.5,22.2,27.4,22.11,62.14,22.36,25.49,87.76,26.7,87.64,91.78,5084.0,49145.0,10135.0,96932.0,13860.0,1931.0,27860.0,1911.0,50,1950.0
2025-11-07,87.0,0.0,1800.0,21.5,8.5,2.9,5.5,0.1,558.0,215.0,295.5,72.5,1.1,60.7,111.3,47.7,106.5,8.9,15.6,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,87.0,27.4,27.3,12.0,60.1,0.0,3.2,1946.0,62.0,51.3,0.0,3.6,3.7,10.1,10.1,32.6,0.0,0.0,0.0,0.0,21.5,21.0,24.4,22.7,30.6,23.75,61.79,22.61,25.8,87.63,26.67,87.57,91.74,5234.0,49452.0,9795.0,97341.0,14560.0,1959.0,29400.0,1949.0,50,1946.0
2025-11-08,86.7,0.0,1774.3000000000002,46.4,8.0,0.2,0.0,0.0,0.0,2.0,598.7,204.3,7.3,88.2,130.60000000000002,0.0,38.9,1.8,1.3,0.0,0.0,0.0,481.0,70.0,0.0,0.0,0.0,0.0,0.0,86.8,27.4,25.5,11.0,61.5,0.0,3.2,1944.0,55.0,52.7,0.0,3.3,4.7,9.9,10.1,33.5,0.0,0.0,0.0,0.0,24.6,12.7,25.7,22.6,27.9,22.13,61.76,22.52,25.74,87.5,26.63,87.5,91.7,5715.0,49902.0,10276.0,97737.0,14770.0,1965.0,29890.0,1956.0,50,1944.0
2025-11-09,86.7,0.0,1380.5,42.3,10.1,0.0,0.0,0.0,200.0,0.0,74.0,129.39999999999998,0.3,42.1,113.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.8,27.4,26.2,12.0,60.9,0.0,3.2,1944.0,58.0,52.2,0.0,3.5,3.9,10.0,10.3,33.2,0.0,0.0,0.0,0.0,21.9,18.6,24.4,21.5,29.2,22.74,61.57,22.59,25.86,87.37,26.6,87.43,91.66,5234.0,49631.0,10116.0,97566.0,14840.0,1975.0,30800.0,1971.0,50,1944.0
2025-11-10,87.5,0.0,1570.3,25.900000000000002,11.9,0.5,3.5,0.0,200.0,1.4,74.0,162.0,4.5,122.0,172.7,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3,27.5,25.2,11.0,62.0,0.0,3.2,1949.0,54.0,53.0,0.0,3.7,4.0,10.1,10.4,33.8,0.0,0.0,0.0,0.0,20.3,18.2,24.0,20.9,28.0,22.0,61.49,22.51,25.81,87.21,26.57,87.36,91.61,5234.0,49713.0,9609.0,97139.0,16240.0,2024.0,31430.0,1983.0,50,1949.0
2025-11-11,87.0,0.0,1377.2,28.0,7.3999999999999995,0.6,3.5,0.0,82.5,88.5,929.2,146.0,2.0,89.7,126.1,0.0,23.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.9,27.4,22.6,10.0,63.9,0.0,3.3,1945.0,45.0,55.1,0.0,3.6,4.1,10.1,10.5,35.6,0.0,0.0,0.0,0.0,20.3,17.5,23.8,19.9,23.9,19.64,61.87,22.0,25.26,87.11,26.53,87.29,91.57,4873.0,49468.0,9459.0,96804.0,15960.0,2018.0,31920.0,1988.0,50,1945.0
2025-11-12,0.0,0.0,1457.7,31.7,5.1,0.5,3.5,0.0,0.0,0.7,0.0,187.8,25.0,115.8,127.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,86.9,27.4,25.7,12.0,61.4,0.0,3.2,1945.0,56.0,52.5,0.0,3.7,3.9,10.1,10.3,33.4,0.0,0.0,0.0,0.0,19.6,19.4,24.1,21.3,28.7,22.33,61.69,22.1,25.4,87.01,26.5,87.21,91.53,4883.0,49514.0,9609.0,96639.0,16450.0,2036.0,31640.0,1978.0,50,1945.0
2025-11-13,87.0,0.0,1399.6,20.1,4.3999999999999995,0.6,3.5,0.0,0.0,4.7,214.0,182.3,11.7,107.4,122.19999999999999,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.1,27.5,25.6,12.0,61.5,0.0,3.2,1947.0,56.0,52.6,0.0,3.4,4.5,10.2,10.4,33.0,0.0,0.0,0.0,0.0,23.9,14.5,23.5,20.6,29.1,22.3,61.61,22.13,25.44,86.97,26.47,87.14,91.48,4733.0,49681.0,8871.0,96472.0,16590.0,2051.0,30100.0,1962.0,50,1947.0
2025-11-14,87.0,0.0,3742.9,22.1,6.7,0.0,0.0,0.0,0.0,15.0,211.6,145.5,0.8,62.3,92.39999999999999,0.0,0.0,2.6,4.4,0.0,400.0,0.0,421.0,60.0,0.0,0.0,0.0,0.0,0.0,87.2,27.5,25.8,12.0,61.5,0.0,3.2,1948.0,57.0,52.5,0.0,3.3,4.5,10.0,10.3,33.4,0.0,0.0,0.0,0.0,26.0,14.2,25.3,21.2,28.6,22.5,61.81,21.95,25.23,87.0,26.43,87.07,91.44,5154.0,52028.0,9292.0,98949.0,14910.0,2059.0,28630.0,1971.0,50,1948.0
2025-11-15,88.0,0.0,1152.4,24.0,3.6,0.0,0.0,0.0,0.0,0.1,0.0,99.9,3.4,15.100000000000001,117.69999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,27.8,22.1,10.0,65.2,0.0,3.4,1957.0,43.0,55.6,0.0,3.7,4.3,10.3,10.6,36.3,0.0,0.0,0.0,0.0,20.2,16.0,23.4,20.0,23.2,19.45,62.34,21.57,24.74,87.17,26.4,87.0,91.4,4647.0,51250.0,9292.0,98829.0,12880.0,1983.0,26180.0,1929.0,50,1957.0
2025-11-16,87.9,0.0,1801.6999999999998,60.9,17.7,1.2000000000000002,7.0,0.0,68.8,76.8,774.8,177.6,8.2,58.5,124.3,0.0,23.0,1.7999999999999998,2.0,0.0,0.0,0.0,507.0,87.0,0.0,0.0,0.0,0.0,0.0,87.7,27.7,20.0,10.0,66.7,0.0,3.5,1954.0,36.0,57.4,0.0,4.0,3.9,10.6,10.5,37.7,0.0,0.0,0.0,0.0,17.2,19.2,21.0,20.3,20.0,17.54,63.17,20.82,23.86,87.3,26.37,86.93,91.36,5154.0,51390.0,9318.0,98385.0,11200.0,1915.0,24010.0,1885.0,50,1954.0
2025-11-17,87.7,0.0,1441.8,21.900000000000002,7.199999999999999,0.1,0.0,0.0,0.0,2.0,214.0,188.6,5.2,106.69999999999999,104.6,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3,27.5,25.2,11.0,62.0,0.0,3.2,1949.0,54.0,53.0,0.0,3.4,4.2,10.3,10.4,33.7,0.0,0.0,0.0,0.0,24.4,16.8,22.8,21.0,28.0,22.0,63.17,20.82,23.86,87.3,26.33,86.86,91.31,4354.0,50877.0,9168.0,98193.0,10010.0,1884.0,24010.0,1884.0,50,1949.0
2025-11-18,87.0,0.0,1503.1,15.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,237.2,51.9,115.5,150.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,87.0,27.5,24.2,11.0,62.7,0.0,3.3,1946.0,51.0,53.8,0.0,3.5,4.2,10.3,10.5,34.2,0.0,0.0,0.0,0.0,22.4,16.3,22.2,19.7,27.1,21.05,63.0,21.02,24.09,87.31,26.3,86.79,91.27,4504.0,50160.0,9318.0,97907.0,9870.0,1851.0,23450.0,1867.0,50,1946.0
