Only Date,Gewicht,Mahlzeit,Kalorien,Fett (g),Gesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Transfettsäuren,Cholesterin,Natrium (mg),Kalium,Kohlenhydrate (g),Ballaststoffe,Zucker,Eiweiß (g),Vitamin A,Vitamin C,Kalzium,Eisen,export_headers.note_x,Training,Typ,Kalorien aus Training,Minuten für dieses Training,Serien,Wdh. pro Serie,Kilogramm,Schritte,export_headers.note_y,Weight (kg),BMI,Body Fat (%),Visc Fat,Muscle Mass (kg),Muscle Quality,Bone Mass (kg),BMR (kcal),Metab Age,Body Water (%),Physique Rating,Muscle mass - right arm,Muscle mass - left arm,Muscle mass - right leg,Muscle mass - left leg,Muscle mass - trunk,Muscle quality - right arm,Muscle quality - left arm,Muscle quality - right leg,Muscle quality - left leg,Body fat (%) - right arm,Body fat (%) - left arm,Body fat (%) - right leg,Body fat (%) - left leg,Body fat (%) - trunk,Körperfettanteil kg,Muscle Mass (kg) 7 Tage,Körperfettanteil kg 7 Tage,Body Fat (%) 7 Tage,Weight (kg) 7 Tage,Fett % Soll,Weight (kg) 500kcal,Weight (kg) 300kcal,Kalorien aus Training Summe 30 Tage,Kalorien aus Essen Summe 30 Tage,Kalorien aus Training Summe 60 Tage,Kalorien aus Essen Summe 60 Tage,Kalorien Gewichtsänderung heute vs vor 30 Tage,Grundumsatz pro Tag errechnet 30 Tage,Kalorien Gewichtsänderung heute vs vor 60 Tage,Grundumsatz pro Tag errechnet 60 Tage,Alter,"Grundumsatz Mifflin-St.-Jeor mit Faktor 1,12"
2025-11-19,87.6,0.0,1575.8,40.1,8.5,0.1,0.0,0.0,200.0,3.9,288.0,184.3,11.5,80.10000000000001,123.2,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.3,27.6,24.7,11.0,62.5,0.0,3.3,1949.0,52.0,53.4,0.0,3.8,3.8,10.4,10.4,34.1,0.0,0.0,0.0,0.0,18.5,20.3,21.9,20.6,27.7,21.56,63.16,20.91,23.94,87.37,26.27,86.71,91.23,3704.0,49792.0,9318.0,97682.0,8820.0,1830.0,23520.0,1865.0,50,1949.0
2025-11-20,87.2,0.0,1658.1,42.6,3.5,0.0,0.0,0.0,0.0,215.0,0.0,163.3,3.8,120.7,153.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,80.0,0.0,0.0,0.0,0.0,0.0,87.2,27.5,24.3,11.0,62.7,0.0,3.3,1948.0,51.0,53.8,0.0,3.8,3.8,9.9,10.6,34.6,0.0,0.0,0.0,0.0,18.2,20.4,25.8,18.9,26.4,21.19,63.33,20.76,23.76,87.39,26.23,86.64,91.18,4194.0,49898.0,9808.0,97540.0,8680.0,1813.0,23450.0,1853.0,50,1948.0
2025-11-21,86.6,0.0,1411.9,30.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,149.5,0.4,52.7,128.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.6,27.3,26.2,11.5,60.7,59.0,3.2,1942.0,58.0,51.9,2.0,3.55,3.55,10.05,10.25,33.3,59.0,59.0,58.0,61.0,22.5,24.3,26.8,24.1,27.3,22.69,63.21,20.78,23.81,87.3,26.2,86.57,91.14,4194.0,49692.0,9301.0,96976.0,9800.0,1843.0,22400.0,1835.0,50,1942.0
2025-11-22,0.0,0.0,1369.8,32.4,6.5,1.1,7.0,0.0,0.0,2.0,214.0,139.1,5.2,64.3,126.7,0.0,15.3,1.2,1.3,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,62.88,21.0,24.1,87.18,26.17,86.5,91.1,4344.0,49216.0,9451.0,96881.0,10430.0,1843.0,23100.0,1842.0,50,
2025-11-23,86.4,0.0,1651.4,31.2,7.1,0.5,3.5,0.0,0.0,215.0,0.0,171.8,0.7,64.60000000000001,156.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,85.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,62.12,21.7,24.92,87.08,26.13,86.43,91.06,4753.0,49523.0,10020.0,97128.0,11130.0,1863.0,23660.0,1846.0,50,
2025-11-24,86.6,0.0,1455.1,17.5,2.6,0.0,0.0,0.0,0.0,1.7,0.0,174.1,3.2,97.6,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,62.15,21.62,24.85,87.02,26.1,86.36,91.01,4165.0,49003.0,10020.0,97231.0,11270.0,1870.0,23240.0,1841.0,50,
2025-11-25,86.2,0.0,1532.4,25.2,9.5,0.0,0.0,0.0,200.0,1.5,74.0,151.3,2.5,83.6,168.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,1.0,0.0,0.0,0.0,1695.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,61.97,21.81,25.07,87.03,26.07,86.29,90.97,4371.0,49039.0,9976.0,97242.0,11200.0,1862.0,23030.0,1838.0,50,
2025-11-26,86.1,0.0,1546.5,3.5,2.0,0.0,0.0,0.0,0.0,0.7,0.0,82.7,0.0,75.6,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,532.0,0.0,85.7,27.0,25.1,11.0,60.95,67.0,3.2,1931.0,54.0,52.5,2.0,3.5,3.7,9.55,9.6,34.6,64.0,66.0,65.0,71.0,21.8,19.8,29.0,27.9,24.1,21.51,61.45,21.8,25.2,86.5,26.03,86.21,90.93,4431.0,48971.0,9926.0,97421.0,14280.0,1961.0,26950.0,1907.0,50,1931.0
2025-11-27,85.9,0.0,1343.8,28.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,151.3,0.7,58.0,111.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,85.45,27.0,23.8,10.5,61.85,68.0,3.2,1929.0,50.0,52.9,2.0,3.6,3.8,9.7,9.95,34.8,69.0,67.0,63.0,73.0,20.1,17.4,28.1,25.0,23.2,20.34,61.17,21.51,25.03,85.92,26.0,86.14,90.88,4321.0,48434.0,9526.0,96708.0,17360.0,2049.0,30730.0,1965.0,50,1929.0
2025-11-28,85.9,0.0,1548.7,56.3,9.799999999999999,1.0,7.0,0.0,200.0,0.0,74.0,115.10000000000001,0.0,48.0,139.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.55,27.0,25.6,11.5,60.45,68.0,3.2,1930.0,56.0,53.2,2.0,3.55,3.9,9.9,9.85,33.25,69.0,69.0,67.0,70.0,20.8,15.3,26.6,25.7,26.9,21.9,61.08,21.25,24.83,85.57,25.97,86.07,90.84,4321.0,48638.0,9526.0,97164.0,19530.0,2128.0,33880.0,2025.0,50,1930.0
2025-11-29,85.5,0.0,1929.0,32.8,10.0,0.0,0.0,0.0,0.0,20.3,2.3,194.70000000000002,0.8,73.3,167.6,0.0,0.0,0.2,0.2,0.0,0.0,0.0,507.0,87.0,0.0,0.0,0.0,0.0,0.0,85.15,26.9,24.8,11.0,60.9,68.0,3.2,1925.0,53.0,52.8,2.0,3.65,3.65,10.05,10.0,33.55,69.0,68.0,66.0,71.0,18.5,20.3,25.3,25.0,25.7,21.12,61.04,21.22,24.82,85.46,25.93,86.0,90.8,4828.0,49080.0,9582.0,97429.0,19950.0,2140.0,34300.0,2036.0,50,1925.0
2025-11-30,86.2,0.0,1789.1,37.1,8.2,1.0,7.0,0.0,0.0,270.8,55.8,206.4,1.6,76.19999999999999,117.3,0.0,3.8,0.5,0.5,0.0,0.0,0.0,490.0,80.0,0.0,0.0,0.0,0.0,0.0,85.85,27.1,25.0,11.0,61.25,67.0,3.2,1933.0,54.0,53.0,2.0,3.6,3.7,10.0,9.8,34.15,65.0,64.0,68.0,68.0,20.2,20.1,25.6,26.4,25.3,21.46,61.08,21.27,24.86,85.54,25.9,85.93,90.76,5318.0,49332.0,10072.0,97414.0,19390.0,2113.0,33390.0,2012.0,50,1933.0
2025-12-01,0.0,0.0,1908.7,22.9,5.8,0.1,0.0,0.0,0.0,402.0,214.0,204.1,4.8,111.2,127.3,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6,27.0,25.1,11.0,60.9,66.0,3.2,1930.0,54.0,53.2,2.0,3.6,3.8,9.85,9.95,33.7,69.0,64.0,68.0,64.0,20.1,17.3,26.9,24.5,26.1,21.49,61.05,21.3,24.9,85.55,25.87,85.86,90.71,5318.0,49299.0,10072.0,98170.0,18550.0,2084.0,32830.0,2015.0,50,1930.0
2025-12-02,0.0,0.0,2665.5,19.8,6.5,0.7,0.4,0.0,34.5,618.1,497.1,92.4,3.7,28.200000000000003,46.3,0.0,23.6,11.6,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,61.05,21.3,24.9,85.55,25.83,85.79,90.67,4811.0,49908.0,10072.0,99322.0,17640.0,2091.0,31920.0,2020.0,50,
2025-12-03,0.0,0.0,1843.0,18.1,7.5,0.2,0.0,0.0,0.0,2.0,598.7,333.0,11.8,180.60000000000002,83.6,0.0,38.9,1.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,61.07,21.26,24.86,85.52,25.8,85.71,90.63,4661.0,50172.0,9565.0,99048.0,17990.0,2117.0,31290.0,2013.0,50,
2025-12-04,87.2,0.0,1375.8,36.6,20.3,0.0,0.0,0.0,200.0,0.9,74.0,153.10000000000002,4.0,101.0,114.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.95,27.4,24.4,11.0,62.45,66.0,3.3,1945.0,51.0,53.5,2.0,3.6,3.9,10.1,10.3,34.55,70.0,69.0,65.0,66.0,21.2,17.0,25.5,22.6,25.7,21.22,61.19,21.44,24.98,85.82,25.77,85.64,90.58,4661.0,50013.0,9565.0,99055.0,15050.0,2013.0,28840.0,1972.0,50,1945.0
2025-12-05,86.1,0.0,1339.9,33.9,6.6,1.6,10.5,0.0,0.0,3.3,214.0,129.10000000000002,9.5,70.7,134.1,0.0,15.3,1.2,1.3,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,85.7,27.0,24.0,11.0,61.9,67.0,3.2,1931.0,50.0,53.9,2.0,3.6,4.3,9.8,10.05,34.15,70.0,71.0,65.0,66.0,19.5,7.6,27.2,24.2,25.2,20.57,61.48,21.17,24.66,85.85,25.73,85.57,90.54,4811.0,49892.0,9715.0,99070.0,13930.0,1967.0,27720.0,1951.0,50,1931.0
2025-12-06,0.0,0.0,1620.5,62.5,16.1,0.0,0.0,0.0,200.0,0.0,74.0,115.0,0.0,47.300000000000004,102.30000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.4,27.0,25.1,11.0,60.75,67.0,3.2,1928.0,54.0,52.5,2.0,3.55,3.8,9.85,9.75,33.8,68.0,69.0,69.0,63.0,20.7,17.9,27.4,27.1,25.1,21.44,61.45,21.24,24.72,85.9,25.7,85.5,90.5,4631.0,49966.0,9715.0,99112.0,13020.0,1945.0,26880.0,1938.0,50,1928.0
2025-12-07,0.0,0.0,2057.0,47.4,10.5,0.0,0.0,0.0,0.0,0.0,0.0,98.3,0.3,48.1,96.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,70.0,0.0,0.0,0.0,0.0,0.0,85.4,27.0,24.9,11.0,61.0,67.0,3.2,1928.0,53.0,53.2,2.0,3.55,3.9,10.2,9.95,33.4,73.0,71.0,68.0,63.0,21.0,15.5,24.8,24.9,26.2,21.26,61.4,21.2,24.7,85.81,25.67,85.43,90.46,4962.0,50224.0,10196.0,99675.0,12740.0,1933.0,27300.0,1946.0,50,1928.0
2025-12-08,86.4,0.0,1471.8,41.3,8.9,0.0,0.0,0.0,0.0,0.0,0.0,144.9,0.0,119.6,107.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,86.05,27.2,22.3,10.0,63.5,70.0,3.3,1935.0,44.0,53.8,2.0,3.55,4.0,9.7,9.8,36.45,78.0,68.0,64.0,71.0,20.8,13.6,28.1,26.0,20.6,19.19,61.92,20.74,24.14,85.9,25.63,85.36,90.41,4631.0,49921.0,10346.0,99822.0,11200.0,1883.0,25970.0,1924.0,50,1935.0
2025-12-09,85.8,0.0,1348.5,30.0,8.0,0.5,3.5,0.0,0.0,0.0,0.0,135.8,0.3,60.1,130.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.6,27.0,23.7,10.5,62.1,68.0,3.2,1930.0,49.0,53.5,2.0,3.35,3.95,9.15,9.4,36.25,83.0,64.0,61.0,70.0,24.2,14.2,32.3,30.1,20.1,20.29,61.95,20.66,24.07,85.85,25.6,85.29,90.37,4631.0,49889.0,9865.0,99520.0,10640.0,1863.0,25480.0,1919.0,50,1930.0
2025-12-10,85.8,0.0,1339.4,26.7,1.7,0.0,0.0,0.0,0.0,0.0,0.0,144.6,0.0,89.7,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.35,26.9,22.8,10.5,62.65,70.0,3.3,1928.0,46.0,53.1,2.0,3.35,3.8,8.4,9.8,37.3,78.0,76.0,55.0,76.0,26.2,17.2,42.1,25.3,15.9,19.46,62.05,20.49,23.89,85.78,25.57,85.21,90.33,4631.0,49658.0,9865.0,99371.0,10010.0,1835.0,26250.0,1929.0,50,1928.0
2025-12-11,85.7,0.0,1712.0,27.1,5.4,0.0,0.0,0.0,68.8,73.8,453.8,67.0,0.0,29.6,90.3,0.0,0.0,0.0,0.0,0.0,400.0,0.0,367.0,60.0,0.0,0.0,0.0,0.0,0.0,85.0,26.8,23.7,10.5,61.65,70.0,3.2,1924.0,49.0,54.7,2.0,3.8,4.2,10.05,10.15,33.45,81.0,75.0,62.0,71.0,15.0,8.9,25.3,23.0,25.9,20.14,61.94,20.34,23.79,85.5,25.53,85.14,90.28,4998.0,49993.0,9871.0,99461.0,11270.0,1876.0,27230.0,1947.0,50,1924.0
2025-12-12,85.4,0.0,1261.8,13.9,8.7,0.0,0.0,0.0,200.0,0.6,74.0,110.10000000000001,0.0,97.0,168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.85,26.8,23.9,10.5,61.35,70.0,3.2,1922.0,50.0,52.6,2.0,3.4,3.85,9.75,9.9,34.45,78.0,70.0,63.0,73.0,23.2,15.7,27.5,24.8,23.4,20.28,61.86,20.29,23.77,85.38,25.5,85.07,90.24,4848.0,49797.0,9731.0,99310.0,11410.0,1879.0,27860.0,1957.0,50,1922.0
2025-12-13,85.2,0.0,1348.7,24.1,4.4,0.0,0.0,0.0,0.0,0.8,0.0,125.6,0.0,35.3,40.599999999999994,0.0,0.0,0.0,0.0,0.0,200.0,0.0,194.0,40.0,0.0,0.0,0.0,0.0,0.0,84.6,26.7,24.1,10.5,61.0,71.0,3.2,1919.0,51.0,53.0,2.0,3.55,3.85,9.95,9.9,33.75,80.0,71.0,63.0,73.0,19.9,16.3,25.9,25.2,24.5,20.39,61.89,20.14,23.63,85.26,25.47,85.0,90.2,5042.0,49746.0,9775.0,99427.0,11970.0,1889.0,28560.0,1970.0,50,1919.0
2025-12-14,85.1,0.0,1715.0,42.5,12.7,0.9,5.7,0.0,13.0,310.6,303.0,157.5,3.4000000000000004,48.300000000000004,166.7,28.2,30.8,13.0,10.7,0.0,0.0,0.0,507.0,87.0,0.0,0.0,0.0,0.0,0.0,84.7,26.7,24.1,10.5,61.05,70.0,3.2,1920.0,51.0,52.7,2.0,3.4,3.8,10.0,10.05,33.8,78.0,70.0,62.0,74.0,23.2,16.7,25.7,23.8,24.7,20.41,61.9,20.02,23.51,85.16,25.43,84.93,90.16,5128.0,47718.0,10282.0,99746.0,12880.0,1849.0,27790.0,1954.0,50,1920.0
2025-12-15,85.3,0.0,1532.7,28.7,6.5,0.6,3.5,0.0,0.0,13.2,214.0,211.9,22.599999999999998,85.4,126.5,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,26.8,22.0,10.0,63.05,70.0,3.3,1924.0,43.0,53.9,2.0,3.45,3.9,9.75,10.2,35.75,78.0,66.0,59.0,77.0,22.0,15.0,27.1,22.1,21.1,18.7,61.84,19.95,23.47,85.01,25.4,84.86,90.11,5128.0,48098.0,9775.0,99348.0,15120.0,1936.0,28000.0,1960.0,50,1924.0
2025-12-16,0.0,0.0,1356.3,26.6,4.2,0.0,0.0,0.0,0.0,0.7,0.0,132.7,3.8,84.2,143.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5,27.0,26.3,11.5,59.85,66.0,3.1,1929.0,59.0,53.0,2.0,3.45,3.6,9.95,10.05,32.8,69.0,69.0,60.0,69.0,22.4,21.9,25.9,24.3,27.9,22.49,61.51,20.27,23.84,85.0,25.37,84.79,90.07,4621.0,47653.0,9775.0,99043.0,16100.0,1971.0,27300.0,1943.0,50,1929.0
2025-12-17,85.2,0.0,1449.1,29.8,7.2,2.0,14.0,0.0,0.0,0.7,0.0,154.4,0.4,100.1,134.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.85,26.8,22.2,10.0,62.7,68.0,3.3,1922.0,44.0,54.1,2.0,3.45,4.25,9.55,9.9,35.55,74.0,68.0,61.0,73.0,21.4,7.7,28.3,24.3,21.4,18.84,61.52,20.18,23.76,84.93,25.33,84.71,90.03,4621.0,47660.0,8975.0,98538.0,16590.0,1988.0,26600.0,1936.0,50,1922.0
2025-12-18,85.2,0.0,1559.2,13.399999999999999,6.6,0.1,0.0,0.0,0.0,2.7,214.0,220.4,5.9,147.4,133.7,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.85,26.8,25.9,11.5,59.7,67.0,3.1,1922.0,57.0,53.7,2.0,3.8,3.85,9.75,9.6,32.7,73.0,67.0,66.0,65.0,14.4,16.2,26.9,27.6,27.3,21.98,61.24,20.44,24.07,84.91,25.3,84.64,89.98,4471.0,47716.0,8975.0,97876.0,16800.0,2002.0,26670.0,1926.0,50,1922.0
2025-12-19,85.0,0.0,1410.2,37.4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,75.2,157.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,26.6,24.4,11.0,60.6,68.0,3.2,1917.0,52.0,53.2,2.0,3.7,3.8,9.85,9.8,33.45,73.0,71.0,66.0,66.0,16.9,16.9,26.1,25.8,25.0,20.59,61.14,20.49,24.14,84.84,25.27,84.57,89.94,4471.0,47551.0,8175.0,97343.0,17710.0,2026.0,26530.0,1928.0,50,1917.0
2025-12-20,84.6,0.0,1657.4,62.7,7.4,2.1,7.8,0.0,0.0,2.3,117.6,118.39999999999999,2.8,24.7,148.3,0.2,0.1,0.7,2.4,0.0,200.0,0.0,240.0,40.0,0.0,0.0,0.0,0.0,0.0,84.2,26.6,23.6,10.5,61.1,68.0,3.2,1915.0,49.0,52.9,2.0,3.5,3.8,10.05,9.9,33.85,72.0,69.0,66.0,67.0,20.8,16.5,25.1,25.0,23.8,19.87,61.15,20.41,24.07,84.79,25.23,84.5,89.9,4221.0,47550.0,8415.0,97448.0,18200.0,2051.0,26880.0,1932.0,50,1915.0
2025-12-21,84.9,0.0,1335.9,37.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,101.80000000000001,0.0,67.2,141.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.45,26.7,23.2,10.5,61.6,66.0,3.2,1917.0,48.0,53.1,2.0,3.55,3.65,9.7,10.0,34.7,69.0,67.0,64.0,68.0,19.3,19.7,27.3,23.9,22.6,19.59,61.23,20.29,23.94,84.75,25.2,84.43,89.86,4221.0,47474.0,8415.0,97166.0,17850.0,2037.0,27650.0,1940.0,50,1917.0
2025-12-22,0.0,0.0,1172.2,27.9,4.6,1.0,7.0,0.0,0.0,5.6,79.3,72.7,0.0,30.700000000000003,128.9,0.0,0.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,26.6,23.8,10.5,61.1,67.0,3.2,1917.0,50.0,53.3,2.0,3.6,3.75,10.0,10.1,33.65,74.0,71.0,65.0,65.0,19.2,17.6,25.3,23.0,24.8,20.09,60.95,20.49,24.2,84.66,25.17,84.36,89.81,4071.0,47277.0,8415.0,96492.0,17640.0,2028.0,28070.0,1936.0,50,1917.0
2025-12-23,0.0,0.0,1718.0,51.7,12.5,1.0,7.0,0.0,0.0,811.1,316.4,163.0,3.3000000000000003,85.5,120.3,0.0,116.2,6.2,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,,,,,,61.13,20.16,23.85,84.52,25.13,84.29,89.77,3502.0,47343.0,8255.0,96866.0,17920.0,2059.0,29050.0,1961.0,50,
2025-12-24,84.5,0.0,3110.3,96.7,42.0,0.0,0.0,0.0,41.6,0.7,219.4,329.09999999999997,10.3,90.2,203.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,55.0,0.0,0.0,0.0,0.0,0.0,84.35,26.6,25.5,11.0,59.65,69.0,3.1,1916.0,56.0,53.8,2.0,3.65,3.9,9.45,9.3,33.35,73.0,77.0,72.0,60.0,16.5,14.1,28.6,29.4,25.5,21.51,60.62,20.6,24.4,84.44,25.1,84.21,89.73,3821.0,48998.0,7986.0,98002.0,18060.0,2108.0,29330.0,1989.0,50,1916.0
2025-12-25,85.7,0.0,1940.7,48.599999999999994,18.6,2.6,12.2,0.0,175.8,766.7,667.4,246.0,0.5,87.2,111.0,17.2,0.9,2.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7,27.0,22.6,10.5,63.05,69.0,3.3,1931.0,45.0,53.7,2.0,3.45,4.15,8.45,9.65,37.35,75.0,77.0,65.0,66.0,23.8,10.1,41.8,27.1,16.2,19.37,61.18,20.17,23.85,84.58,25.07,84.14,89.68,3615.0,49407.0,7986.0,98446.0,17150.0,2098.0,28350.0,1980.0,50,1931.0
2025-12-26,84.9,0.0,1628.1,23.9,3.8,3.4000000000000004,7.8,0.0,4.7,199.7,952.5999999999999,143.2,7.1,116.2,155.2,0.6,39.8,11.0,10.9,0.0,300.0,0.0,519.0,85.0,0.0,0.0,0.0,0.0,0.0,84.9,26.8,23.6,10.5,61.65,70.0,3.2,1922.0,49.0,54.3,2.0,3.45,4.1,8.9,9.25,35.95,75.0,73.0,71.0,65.0,22.6,11.0,34.3,31.1,19.5,20.04,61.36,20.08,23.72,84.67,25.03,84.07,89.64,4074.0,49488.0,8505.0,98459.0,12810.0,1941.0,27090.0,1951.0,50,1922.0
2025-12-27,84.4,0.0,1934.7,52.2,24.0,0.6,3.5,0.0,94.5,0.0,384.7,199.3,7.8,55.9,175.0,0.0,23.6,0.7,28.5,0.0,200.0,0.0,250.0,40.0,0.0,0.0,0.0,0.0,0.0,84.4,26.6,21.9,10.0,62.6,69.0,3.3,1917.0,43.0,53.4,5.0,3.4,3.75,9.2,9.65,36.6,71.0,68.0,66.0,69.0,22.4,17.1,30.9,26.2,18.5,18.48,61.61,19.85,23.43,84.7,25.0,84.0,89.6,4174.0,50079.0,8495.0,98513.0,8540.0,1815.0,25900.0,1932.0,50,1917.0
2025-12-28,84.3,0.0,1530.4,16.5,4.0,0.6,3.5,0.0,0.0,0.0,461.6,177.9,2.4,98.80000000000001,157.9,0.0,28.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.25,26.6,24.6,11.0,60.35,67.0,3.2,1915.0,53.0,54.2,2.0,3.65,3.85,9.8,9.7,33.35,70.0,63.0,70.0,64.0,17.4,15.2,25.3,25.7,25.8,20.73,61.4,20.04,23.67,84.67,24.97,83.93,89.56,4174.0,50061.0,8495.0,98699.0,6300.0,1740.0,25830.0,1934.0,50,1915.0
2025-12-29,84.3,0.0,1909.6,19.200000000000003,10.2,0.1,0.0,0.0,0.0,5.0,461.6,203.3,2.4,129.0,136.2,0.0,28.3,0.7,0.0,0.0,500.0,0.0,625.0,110.0,0.0,0.0,0.0,0.0,0.0,84.25,26.6,23.9,10.5,60.9,68.0,3.2,1915.0,50.0,55.1,2.0,3.75,3.95,9.6,9.6,34.0,79.0,65.0,71.0,62.0,14.6,12.9,26.8,26.5,24.4,20.14,61.37,20.05,23.68,84.64,24.93,83.86,89.51,4292.0,50042.0,9120.0,99121.0,5740.0,1716.0,25690.0,1928.0,50,1915.0
2025-12-30,84.7,0.0,2191.0,89.5,40.7,0.9,3.6,0.0,39.6,638.0999999999999,151.0,220.8,11.8,109.1,132.5,0.0,43.0,3.0,6.5,0.0,0.0,0.0,750.0,80.0,0.0,0.0,0.0,0.0,0.0,84.7,26.7,24.3,11.0,60.9,66.0,3.2,1920.0,51.0,55.0,2.0,3.65,3.9,10.0,9.9,33.45,70.0,61.0,74.0,58.0,17.8,14.5,24.0,24.0,26.1,20.58,61.3,20.12,23.77,84.65,24.9,83.79,89.47,4552.0,50443.0,9870.0,99775.0,6230.0,1737.0,25620.0,1925.0,50,1920.0
2025-12-31,85.0,0.0,1857.6999999999998,52.699999999999996,12.299999999999999,8.7,20.5,0.0,156.9,269.8,256.4,171.4,0.6,121.0,169.9,3.2,3.3,4.5,8.4,0.0,300.0,0.0,360.0,70.0,0.0,0.0,0.0,0.0,0.0,85.05,26.8,23.7,10.5,61.65,65.0,3.2,1924.0,49.0,55.0,2.0,3.65,4.05,9.5,9.85,34.6,73.0,61.0,64.0,65.0,17.5,12.0,28.4,24.6,23.9,20.16,61.59,19.93,23.51,84.75,24.87,83.71,89.43,4912.0,50392.0,10230.0,99691.0,5600.0,1703.0,24150.0,1894.0,50,1924.0
2026-01-01,84.2,0.0,1811.3,25.5,8.4,2.0,9.3,0.0,131.4,105.3,971.8,202.2,4.8,104.4,187.39999999999998,0.0,15.3,1.2,1.3,0.0,700.0,0.0,700.0,130.0,0.0,0.0,0.0,0.0,0.0,84.2,26.6,24.3,10.5,60.55,65.0,3.2,1915.0,52.0,53.9,2.0,3.55,3.9,10.05,9.95,33.1,72.0,60.0,69.0,59.0,19.6,13.7,23.6,23.1,26.5,20.46,61.23,20.08,23.76,84.54,24.83,83.64,89.38,5612.0,49538.0,10423.0,99446.0,7070.0,1700.0,24710.0,1896.0,50,1915.0
