Only Date,Gewicht,Mahlzeit,Kalorien,Fett (g),Gesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Transfettsäuren,Cholesterin,Natrium (mg),Kalium,Kohlenhydrate (g),Ballaststoffe,Zucker,Eiweiß (g),Vitamin A,Vitamin C,Kalzium,Eisen,export_headers.note_x,Training,Typ,Kalorien aus Training,Minuten für dieses Training,Serien,Wdh. pro Serie,Kilogramm,Schritte,export_headers.note_y,Weight (kg),BMI,Body Fat (%),Visc Fat,Muscle Mass (kg),Muscle Quality,Bone Mass (kg),BMR (kcal),Metab Age,Body Water (%),Physique Rating,Muscle mass - right arm,Muscle mass - left arm,Muscle mass - right leg,Muscle mass - left leg,Muscle mass - trunk,Muscle quality - right arm,Muscle quality - left arm,Muscle quality - right leg,Muscle quality - left leg,Body fat (%) - right arm,Body fat (%) - left arm,Body fat (%) - right leg,Body fat (%) - left leg,Body fat (%) - trunk,Körperfettanteil kg,Muscle Mass (kg) 7 Tage,Körperfettanteil kg 7 Tage,Body Fat (%) 7 Tage,Weight (kg) 7 Tage,Fett % Soll,Weight (kg) 500kcal,Weight (kg) 300kcal,Kalorien Gewichtsreduktion,Kalorien aus Training Summe 30 Tage,Kalorien aus Essen Summe 30 Tage,Kalorien Gewichtsänderung heute vs vor 30 Tage,Grundumsatz pro Tag errechnet,Alter,"Grundumsatz Mifflin-St.-Jeor mit Faktor 1,12"
2026-05-14,79.4,0.0,1510.4,30.5,10.1,0.0,0.0,0.0,200.0,0.0,74.0,160.5,0.4,45.8,140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.4,74.17,79.14,,10109.0,50112.0,,,51,
2026-05-15,79.6,0.0,1306.6,24.1,5.5,1.0,7.0,0.0,0.0,324.7,0.0,93.10000000000001,0.1,83.9,171.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.37,74.1,79.1,,9469.0,49408.0,,,51,
2026-05-16,79.5,0.0,1808.4,56.5,15.1,1.0,7.0,3.9,0.0,600.7,0.0,151.0,0.7,85.8,173.5,0.0,0.0,0.0,0.0,0.0,400.0,0.0,522.0,90.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.33,74.03,79.06,,9841.0,49728.0,,,51,
2026-05-17,79.9,0.0,1713.9,52.1,7.0,0.1,0.0,0.0,0.0,2.0,214.0,165.3,5.2,74.1,138.0,0.0,15.3,1.2,1.3,0.0,0.0,0.0,340.0,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.3,73.96,79.01,,10181.0,50108.0,,,51,
2026-05-18,79.8,0.0,1814.4,23.1,8.8,0.1,0.0,0.0,0.0,2.7,214.0,256.7,5.3,121.6,132.4,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.27,73.89,78.97,,9372.0,49412.0,,,51,
2026-05-19,0.0,0.0,2589.2,58.3,13.4,0.0,0.0,0.0,0.0,190.7,0.0,425.5,25.799999999999997,114.4,100.1,0.0,0.0,15.0,0.0,0.0,0.0,0.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.23,73.81,78.93,,9472.0,50204.0,,,51,
2026-05-20,79.9,0.0,1578.0,23.6,6.8,0.0,0.0,0.0,0.0,216.0,0.0,183.20000000000002,1.1,106.60000000000001,149.79999999999998,0.0,0.0,0.0,0.0,0.0,300.0,0.0,346.0,70.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.2,73.74,78.88,,9590.0,50320.0,,,51,
2026-05-21,79.4,0.0,1414.9,33.1,9.1,1.0,7.0,0.0,68.8,74.5,453.8,132.7,0.0,83.6,138.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.17,73.67,78.84,,9350.0,50173.0,,,51,
2026-05-22,0.0,0.0,1573.5,30.9,6.6,1.2,7.0,0.0,0.0,221.2,352.7,171.7,9.3,82.4,140.7,0.0,23.0,2.2,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.13,73.6,78.8,,9100.0,50101.0,,,51,
2026-05-23,79.4,0.0,2210.0,56.2,17.1,1.6,8.7,0.0,94.9,308.1,547.3,238.4,6.4,77.6,180.8,0.0,0.0,0.0,0.0,0.0,200.0,0.0,280.0,40.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.1,73.53,78.76,,8949.0,50102.0,,,51,
2026-05-24,79.7,0.0,1530.1,41.900000000000006,7.6000000000000005,1.0,7.0,0.0,0.0,0.0,0.0,153.2,2.2,23.0,128.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.07,73.46,78.71,,8949.0,50064.0,,,51,
2026-05-25,80.2,0.0,1612.1,47.6,6.8,0.0,0.0,0.0,0.0,0.0,0.0,156.7,5.1000000000000005,47.5,134.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.03,73.39,78.67,,9150.0,49726.0,,,51,
2026-05-26,0.0,0.0,1786.6,30.0,9.2,0.0,0.0,0.0,0.0,0.7,0.0,204.3,0.9,136.2,164.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,583.0,90.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.0,73.31,78.63,,9593.0,49798.0,,,51,
2026-05-27,80.0,0.0,1951.3,54.099999999999994,12.9,1.0,7.0,0.0,68.8,74.5,453.8,168.60000000000002,1.9,90.6,185.2,0.0,0.0,0.0,0.0,0.0,400.0,0.0,499.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19.97,73.24,78.58,,10092.0,50324.0,,,51,
2026-05-28,79.4,0.0,1512.8,22.9,5.6,0.5,3.5,0.0,0.0,1.4,0.0,168.10000000000002,3.1,123.80000000000001,157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19.93,73.17,78.54,,10028.0,50237.0,,,51,
2026-05-29,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,19.9,73.1,78.5,,9628.0,48544.0,,,51,
