Only Date,Gewicht,Mahlzeit,Kalorien,Fett (g),Gesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Transfettsäuren,Cholesterin,Natrium (mg),Kalium,Kohlenhydrate (g),Ballaststoffe,Zucker,Eiweiß (g),Vitamin A,Vitamin C,Kalzium,Eisen,export_headers.note_x,Training,Typ,Kalorien aus Training,Minuten für dieses Training,Serien,Wdh. pro Serie,Kilogramm,Schritte,export_headers.note_y,Weight (kg),BMI,Body Fat (%),Visc Fat,Muscle Mass (kg),Muscle Quality,Bone Mass (kg),BMR (kcal),Metab Age,Body Water (%),Physique Rating,Muscle mass - right arm,Muscle mass - left arm,Muscle mass - right leg,Muscle mass - left leg,Muscle mass - trunk,Muscle quality - right arm,Muscle quality - left arm,Muscle quality - right leg,Muscle quality - left leg,Body fat (%) - right arm,Body fat (%) - left arm,Body fat (%) - right leg,Body fat (%) - left leg,Body fat (%) - trunk,Körperfettanteil kg,Muscle Mass (kg) 7 Tage,Körperfettanteil kg 7 Tage,Body Fat (%) 7 Tage,Weight (kg) 7 Tage,Fett % Soll,Weight (kg) 500kcal,Weight (kg) 300kcal,Kalorien Gewichtsreduktion,Kalorien aus Training Summe 30 Tage,Kalorien aus Essen Summe 30 Tage,Kalorien Gewichtsänderung heute vs vor 30 Tage,Grundumsatz pro Tag errechnet,Alter,"Grundumsatz Mifflin-St.-Jeor mit Faktor 1,12"
2026-01-30,83.0,0.0,1389.5,17.1,9.7,0.0,0.0,0.0,200.0,1.1,74.0,153.1,0.3,97.9,147.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.87,81.6,83.6,,5108.0,52044.0,,,51,
2026-01-31,82.9,0.0,1929.3000000000002,49.699999999999996,18.6,0.5,3.5,0.0,200.0,0.0,74.0,207.0,1.3,49.6,152.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.0,87.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.83,81.53,83.56,,4915.0,52162.0,,,51,
2026-02-01,83.4,0.0,1696.4,42.7,15.6,1.0,7.0,0.0,200.0,0.4,74.0,118.30000000000001,0.5,72.5,204.8,0.0,0.0,0.0,0.0,0.0,300.0,0.0,320.0,70.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.8,81.46,83.51,,5235.0,52295.0,,,51,
2026-02-02,0.0,0.0,1523.0,32.599999999999994,14.0,0.5,3.5,0.0,400.0,1.5,148.0,180.20000000000002,6.2,101.3,135.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.77,81.39,83.47,,5235.0,52039.0,,,51,
2026-02-03,83.4,0.0,1327.6,12.3,3.6,0.0,0.0,0.0,0.0,215.0,0.0,141.3,0.0,84.1,154.7,0.0,0.0,0.0,0.0,0.0,200.0,0.0,221.0,40.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.73,81.31,83.43,,4949.0,51444.0,,,51,
2026-02-04,83.4,0.0,1583.1,62.0,16.2,3.1,12.0,0.0,174.2,1561.0,107.0,155.8,15.0,77.80000000000001,138.2,0.0,7.7,8.5,17.599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.7,81.24,83.39,,4949.0,51574.0,,,51,
2026-02-05,83.5,0.0,1460.3000000000002,17.8,7.0,0.6000000000000001,0.2,0.0,0.0,11.299999999999999,274.8,188.5,20.799999999999997,101.6,146.6,0.1,43.0,3.8,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.67,81.17,83.34,,4949.0,51561.0,,,51,
2026-02-06,83.4,0.0,1856.6,32.3,9.2,0.1,0.6,0.0,15.0,1380.3999999999999,0.0,265.4,6.7,101.5,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.63,81.1,83.3,,4949.0,51894.0,,,51,
2026-02-07,83.5,0.0,2083.0,25.9,6.9,0.0,0.0,0.0,0.0,0.0,0.0,140.4,0.5,80.9,126.8,0.0,0.0,0.0,0.0,0.0,700.0,0.0,721.0,130.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.6,81.03,83.26,,5670.0,52685.0,,,51,
2026-02-08,83.1,0.0,1772.6000000000001,63.4,11.9,0.0,0.0,0.0,0.0,0.0,0.0,148.4,5.3,40.5,146.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,70.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.57,80.96,83.21,,6151.0,52570.0,,,51,
2026-02-09,83.0,0.0,1532.7,35.9,4.1,0.1,0.0,0.0,0.0,2.7,214.0,150.0,4.8,104.4,148.4,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.53,80.89,83.17,,5670.0,52238.0,,,51,
2026-02-10,82.5,0.0,1471.7,27.5,5.7,0.1,0.0,0.0,0.0,3.7,214.0,181.6,9.0,118.4,131.9,0.0,15.3,1.2,1.3,0.0,200.0,0.0,175.0,40.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.5,80.81,83.13,,5355.0,52091.0,,,51,
2026-02-11,82.4,0.0,1432.9,24.8,5.5,1.1,7.0,0.0,0.0,3.0,214.0,129.5,5.8,104.4,168.6,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.47,80.74,83.09,,5205.0,51757.0,,,51,
2026-02-12,82.5,0.0,1587.3,12.3,5.5,0.1,0.0,0.0,0.0,2.7,214.0,122.0,4.8,105.0,122.3,0.0,15.3,1.2,1.3,0.0,0.0,0.0,109.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.43,80.67,83.04,,5206.0,51721.0,,,51,
2026-02-13,82.2,0.0,1938.7,37.4,11.8,0.0,0.0,0.0,0.0,0.0,0.0,208.9,0.5,88.7,180.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.4,80.6,83.0,,5706.0,52297.0,,,51,
2026-02-14,82.4,0.0,1919.7,25.0,7.699999999999999,0.1,0.0,0.0,0.0,2.7,214.0,187.5,5.3999999999999995,99.6,111.8,0.0,15.3,1.2,1.3,0.0,0.0,0.0,500.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.37,80.53,82.96,,6106.0,52763.0,,,51,
2026-02-15,82.3,0.0,1467.5,39.9,17.6,0.5,3.5,0.0,400.0,0.0,148.0,157.10000000000002,0.9,62.400000000000006,111.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.33,80.46,82.91,,6106.0,52724.0,,,51,
2026-02-16,82.0,0.0,1529.0,8.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,217.60000000000002,0.0,120.80000000000001,103.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.3,80.39,82.87,,6106.0,48573.0,,,51,
2026-02-17,82.3,0.0,1782.6,26.7,7.7,0.1,0.0,0.0,0.0,2.7,214.0,208.9,5.2,121.4,171.1,0.0,15.3,1.2,1.3,0.0,200.0,0.0,221.0,40.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.27,80.31,82.83,,6327.0,49092.0,,,51,
2026-02-18,82.0,0.0,1571.0,25.6,7.800000000000001,0.6,3.5,0.0,0.0,2.7,214.0,183.9,5.2,121.5,147.2,0.0,15.3,1.2,1.3,0.0,0.0,0.0,109.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.23,80.24,82.79,,6286.0,48875.0,,,51,
2026-02-19,81.8,0.0,1405.2,22.9,6.1,0.6,3.5,0.0,0.0,2.0,214.0,166.60000000000002,5.3,103.6,127.89999999999999,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.2,80.17,82.74,,5779.0,48614.0,,,51,
2026-02-20,0.0,0.0,1934.8,14.4,6.6,0.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0,65.1,136.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.17,80.1,82.7,,5779.0,49016.0,,,51,
2026-02-21,81.8,0.0,1318.5,42.2,10.3,0.5,3.5,0.0,93.9,1288.6,388.4,133.2,0.4,19.0,92.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.13,80.03,82.66,,6125.0,48726.0,,,51,
2026-02-22,82.2,0.0,1472.9,45.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,133.8,0.5,51.1,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.1,79.96,82.61,,6025.0,48722.0,,,51,
2026-02-23,81.4,0.0,1482.5,44.1,5.8,0.6,3.5,0.0,0.0,2.3,214.0,105.10000000000001,5.8,59.400000000000006,162.7,0.0,15.3,1.2,1.3,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.07,79.89,82.57,,5606.0,48218.0,,,51,
2026-02-24,81.7,0.0,2117.4,42.6,8.6,0.0,0.0,0.0,0.0,0.8,0.0,240.5,3.1,81.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.03,79.81,82.53,,5691.0,48576.0,,,51,
2026-02-25,81.4,0.0,1774.9,55.599999999999994,7.7,0.0,0.0,0.0,0.0,0.0,0.0,163.2,0.6,62.3,147.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,23.0,79.74,82.49,,5691.0,48875.0,,,51,
2026-02-26,81.8,0.0,1994.5,37.5,17.0,0.5,3.5,0.0,200.0,1.0,74.0,175.5,5.6,98.3,239.1,0.0,0.0,0.0,22.0,0.0,0.0,0.0,507.0,87.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.97,79.67,82.44,,6021.0,49207.0,,,51,
2026-02-27,81.8,0.0,1529.0,35.1,22.7,0.5,3.5,0.0,800.0,0.0,296.0,118.4,0.0,70.1,176.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.93,79.6,82.4,,5921.0,49222.0,,,51,
2026-02-28,81.8,0.0,1551.3,19.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.4,83.4,99.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.9,79.53,82.36,,5921.0,49436.0,,,51,
2026-03-01,82.0,0.0,1786.8,21.6,9.9,0.0,0.0,0.0,200.0,0.0,74.0,102.0,0.3,43.3,86.69999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.87,79.46,82.31,,6077.0,49833.0,,,51,
2026-03-02,82.4,0.0,1548.5,7.8,4.1,0.1,0.0,0.0,0.0,502.0,214.0,145.8,4.8,121.4,98.8,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.83,79.39,82.27,,5570.0,49452.0,,,51,
2026-03-03,81.8,0.0,1402.6,15.8,2.8,0.5,3.5,0.0,0.0,653.0,0.0,149.0,4.8,99.7,161.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.8,79.31,82.23,,5250.0,49158.0,,,51,
2026-03-04,81.2,0.0,1559.2,29.1,6.7,0.5,3.5,0.0,0.0,0.0,0.0,130.3,0.5,77.30000000000001,183.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.77,79.24,82.19,,5400.0,49194.0,,,51,
2026-03-05,81.4,0.0,1919.9,43.3,15.2,1.0,7.0,0.0,0.0,0.2,0.0,152.1,5.6,96.9,228.6,0.0,0.0,0.0,22.0,0.0,0.0,0.0,569.0,85.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.73,79.17,82.14,,5748.0,49787.0,,,51,
2026-03-06,81.8,0.0,1710.1,87.60000000000001,6.800000000000001,1.1,7.0,0.0,87.5,2.0,214.0,121.8,5.3,49.2,139.9,0.0,15.3,1.2,1.3,0.0,300.0,0.0,450.0,85.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.7,79.1,82.1,,6198.0,49914.0,,,51,
2026-03-07,81.8,0.0,2204.5,14.6,3.6,0.0,0.0,0.0,0.0,500.0,0.0,146.0,0.5,80.8,65.8,0.0,0.0,0.0,0.0,0.0,300.0,0.0,300.0,70.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.67,79.03,82.06,,6498.0,50658.0,,,51,
2026-03-08,82.2,0.0,1613.6999999999998,29.4,8.0,0.1,0.0,0.0,0.0,502.0,214.0,216.7,5.2,106.1,116.0,0.0,15.3,1.2,1.3,0.0,200.0,0.0,398.0,55.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.63,78.96,82.01,,6896.0,50415.0,,,51,
2026-03-09,81.8,0.0,1857.0,3.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,68.30000000000001,0.0,61.5,84.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.6,78.89,81.97,,6175.0,50189.0,,,51,
2026-03-10,0.0,0.0,1605.4,33.9,5.4,0.0,0.0,0.0,0.0,0.0,0.0,122.6,0.0,88.0,198.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.57,78.81,81.93,,5694.0,50022.0,,,51,
2026-03-11,81.2,0.0,1626.3,35.6,11.2,1.0,7.0,0.0,200.0,2000.7,74.0,168.1,6.1,59.2,152.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.53,78.74,81.89,,5844.0,50115.0,,,51,
2026-03-12,81.6,0.0,1489.3,37.699999999999996,6.8,0.0,0.0,0.0,0.0,0.7,0.0,115.0,0.0,79.5,162.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.5,78.67,81.84,,5803.0,50133.0,,,51,
2026-03-13,81.4,0.0,2224.9,22.4,5.3,0.0,0.0,0.0,0.0,0.0,0.0,108.2,0.0,29.6,101.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.47,78.6,81.8,,5803.0,50925.0,,,51,
2026-03-14,0.0,0.0,2504.0,0.3,0.1,0.1,0.0,0.0,0.0,2.0,214.0,27.6,4.8,20.8,0.5,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.43,78.53,81.76,,5694.0,51842.0,,,51,
2026-03-15,0.0,0.0,2248.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.4,78.46,81.71,,5194.0,52151.0,,,51,
2026-03-16,82.8,0.0,1508.4,31.5,9.1,0.5,3.5,0.0,0.0,1000.7,0.0,151.3,0.4,91.1,146.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.37,78.39,81.67,,4694.0,51740.0,,,51,
2026-03-17,82.3,0.0,1410.9,27.7,9.0,0.5,3.5,0.0,0.0,0.7,0.0,128.3,0.4,94.30000000000001,152.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.33,78.31,81.63,,4844.0,51683.0,,,51,
2026-03-18,81.9,0.0,1556.9,32.3,9.9,1.0,7.0,0.0,0.0,1.8,0.0,162.8,4.8,101.3,156.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.3,78.24,81.58,,4952.0,51711.0,,,51,
2026-03-19,81.6,0.0,1417.5,22.8,10.5,0.0,0.0,0.0,200.0,2.0,74.0,156.9,3.7,104.5,150.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,79.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.27,78.17,81.54,,5246.0,51346.0,,,51,
2026-03-20,81.6,0.0,1435.1,33.1,8.1,1.5,10.5,0.0,109.5,3.4,577.5,81.8,0.0,71.0,199.5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,341.0,55.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.23,78.1,81.5,,5478.0,51210.0,,,51,
2026-03-21,81.4,0.0,2035.1999999999998,48.0,15.600000000000001,0.0,0.0,0.0,85.2,92.1,562.6,207.5,2.9,64.9,178.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,85.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.2,78.03,81.46,,6075.0,51840.0,,,51,
2026-03-22,81.4,0.0,1745.8,34.9,10.4,0.5,3.5,0.0,112.5,172.5,0.0,159.4,0.9,74.0,141.3,0.0,0.0,3.8,0.0,0.0,300.0,0.0,350.0,70.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.17,77.96,81.41,,6425.0,51651.0,,,51,
